"Sale_ID","Cust_ID","Prod_ID","Qty_Purchased","Date_Purchased"
"SALE8105","CUST4850","PROD1767","4","2024/12/24"
"SALE8105","CUST4789","PROD1729","4","2024/6/12"
"SALE8105","CUST5076","PROD1751","1","2024/12/23"
"SALE8105","CUST4869","PROD1747","2","2024/6/10"
"SALE8105","CUST4834","PROD1739","2","2024/1/18"
"SALE8105","CUST4983","PROD1736","4","2024/6/16"
"SALE8105","CUST5004","PROD1734","2","2024/3/27"
"SALE8105","CUST5091","PROD1767","4","2024/3/16"
"SALE8105","CUST4764","PROD1760","2","2024/5/18"
"SALE8105","CUST5165","PROD1757","2","2024/8/29"
"SALE8105","CUST5033","PROD1727","5","2024/12/30"
"SALE8105","CUST4818","PROD1768","5","2024/1/18"
"SALE8105","CUST4939","PROD1755","3","2024/1/15"
"SALE8105","CUST5004","PROD1754","5","2024/7/11"
"SALE8105","CUST5029","PROD1757","3","2024/6/28"
"SALE8105","CUST5072","PROD1753","4","2024/10/26"
"SALE8105","CUST5068","PROD1752","3","2024/8/10"
"SALE8105","CUST4801","PROD1743","2","2024/1/14"
"SALE8105","CUST5016","PROD1768","1","2024/2/16"
"SALE8105","CUST5111","PROD1746","4","2024/5/7"
"SALE8105","CUST4805","PROD1745","2","2024/2/19"
"SALE8105","CUST4937","PROD1758","4","2024/4/27"
"SALE8105","CUST5147","PROD1729","4","2024/12/30"
"SALE8105","CUST4684","PROD1729","1","2024/7/18"
"SALE8105","CUST5001","PROD1732","5","2024/10/23"
"SALE8105","CUST4835","PROD1747","2","2024/3/27"
"SALE8105","CUST5168","PROD1763","4","2024/12/12"
"SALE8105","CUST5096","PROD1742","3","2024/10/6"
"SALE8105","CUST4874","PROD1744","5","2024/12/29"
"SALE8105","CUST4805","PROD1734","1","2024/6/1"
"SALE8105","CUST4888","PROD1744","2","2024/11/7"
"SALE8105","CUST4775","PROD1727","5","2024/10/22"
"SALE8105","CUST4835","PROD1760","5","2024/2/25"
"SALE8105","CUST5162","PROD1757","1","2024/10/29"
"SALE8105","CUST4843","PROD1732","4","2024/9/27"
"SALE8105","CUST4968","PROD1746","1","2024/12/24"
"SALE8105","CUST4698","PROD1735","4","2024/5/28"
"SALE8105","CUST5103","PROD1735","3","2024/9/13"
"SALE8105","CUST4834","PROD1769","3","2024/10/25"
"SALE8105","CUST4832","PROD1768","2","2024/9/21"
"SALE8105","CUST4747","PROD1739","5","2024/11/4"
"SALE8105","CUST4832","PROD1754","2","2024/6/12"
"SALE8105","CUST4926","PROD1740","3","2024/1/26"
"SALE8105","CUST4943","PROD1752","3","2024/4/23"
"SALE8105","CUST4974","PROD1733","1","2024/3/19"
"SALE8105","CUST5118","PROD1742","4","2024/4/14"
"SALE8105","CUST4739","PROD1732","3","2024/7/31"
"SALE8105","CUST4955","PROD1761","4","2024/8/18"
"SALE8105","CUST4942","PROD1758","1","2024/9/23"
"SALE8105","CUST5061","PROD1754","5","2024/8/4"
"SALE8105","CUST4988","PROD1728","5","2024/11/15"
"SALE8105","CUST4976","PROD1735","3","2024/1/10"
"SALE8105","CUST5028","PROD1763","4","2024/4/3"
"SALE8105","CUST5155","PROD1758","5","2024/7/10"
"SALE8105","CUST5050","PROD1740","4","2024/9/5"
"SALE8105","CUST5061","PROD1728","4","2024/12/14"
"SALE8105","CUST5143","PROD1728","4","2024/9/23"
"SALE8105","CUST4710","PROD1729","1","2024/9/16"
"SALE8105","CUST4939","PROD1756","4","2024/6/24"
"SALE8105","CUST4699","PROD1729","3","2024/4/11"
"SALE8105","CUST4732","PROD1737","3","2024/9/24"
"SALE8105","CUST5018","PROD1749","1","2024/7/19"
"SALE8105","CUST4948","PROD1738","4","2024/3/6"
"SALE8105","CUST5079","PROD1740","4","2024/7/2"
"SALE8105","CUST5060","PROD1761","3","2024/9/21"
"SALE8105","CUST4688","PROD1739","2","2024/7/9"
"SALE8105","CUST4962","PROD1742","5","2024/5/26"
"SALE8105","CUST4940","PROD1746","2","2024/8/14"
"SALE8105","CUST4792","PROD1759","4","2024/8/19"
"SALE8105","CUST4925","PROD1728","2","2024/6/1"
"SALE8105","CUST5029","PROD1761","5","2024/8/4"
"SALE8105","CUST4819","PROD1752","2","2024/3/18"
"SALE8105","CUST5030","PROD1726","2","2024/1/25"
"SALE8105","CUST4958","PROD1745","3","2024/9/31"
"SALE8105","CUST4733","PROD1732","4","2024/1/25"
"SALE8105","CUST5170","PROD1756","3","2024/7/26"
"SALE8105","CUST5017","PROD1734","2","2024/2/4"
"SALE8105","CUST4947","PROD1753","1","2024/12/13"
"SALE8105","CUST4873","PROD1725","2","2024/5/21"
"SALE8105","CUST4891","PROD1748","5","2024/6/29"
"SALE8105","CUST4990","PROD1731","1","2024/12/13"
"SALE8105","CUST4870","PROD1737","4","2024/7/6"
"SALE8105","CUST4980","PROD1733","5","2024/11/1"
"SALE8105","CUST4753","PROD1735","3","2024/3/5"
"SALE8105","CUST4796","PROD1745","4","2024/1/1"
"SALE8105","CUST5082","PROD1762","5","2024/6/15"
"SALE8105","CUST5042","PROD1759","4","2024/10/23"
"SALE8105","CUST4959","PROD1758","2","2024/8/1"
"SALE8105","CUST4884","PROD1743","1","2024/4/16"
"SALE8105","CUST4785","PROD1744","2","2024/12/5"
"SALE8105","CUST5124","PROD1727","5","2024/4/5"
"SALE8105","CUST4961","PROD1769","1","2024/6/30"
"SALE8105","CUST4903","PROD1748","4","2024/7/5"
"SALE8105","CUST4689","PROD1755","4","2024/7/13"
"SALE8105","CUST4920","PROD1755","2","2024/5/28"
"SALE8105","CUST4895","PROD1737","4","2024/1/5"
"SALE8105","CUST5100","PROD1757","3","2024/10/23"
"SALE8105","CUST4862","PROD1755","1","2024/6/6"
"SALE8105","CUST5064","PROD1748","3","2024/3/5"
"SALE8105","CUST4804","PROD1734","2","2024/3/28"
"SALE8105","CUST5053","PROD1739","2","2024/1/2"
"SALE8105","CUST4916","PROD1761","3","2024/2/27"
"SALE8105","CUST4696","PROD1753","3","2024/9/23"
"SALE8105","CUST4719","PROD1729","3","2024/3/30"
"SALE8105","CUST4916","PROD1760","4","2024/6/23"
"SALE8105","CUST4722","PROD1737","5","2024/10/13"
"SALE8105","CUST4746","PROD1752","1","2024/2/22"
"SALE8105","CUST5136","PROD1763","2","2024/10/3"
"SALE8105","CUST5137","PROD1768","1","2024/5/10"
"SALE8105","CUST4855","PROD1761","1","2024/2/12"
"SALE8105","CUST4989","PROD1767","2","2024/12/13"
"SALE8105","CUST5106","PROD1730","2","2024/6/16"
"SALE8105","CUST4815","PROD1748","2","2024/9/18"
"SALE8105","CUST4783","PROD1736","4","2024/10/24"
"SALE8105","CUST4868","PROD1736","3","2024/2/15"
"SALE8105","CUST5155","PROD1736","3","2024/8/29"
"SALE8105","CUST4808","PROD1763","1","2024/5/26"
"SALE8105","CUST4974","PROD1750","2","2024/3/15"
"SALE8105","CUST4864","PROD1765","5","2024/2/21"
"SALE8105","CUST5128","PROD1751","1","2024/3/7"
"SALE8105","CUST4785","PROD1733","2","2024/6/14"
"SALE8105","CUST4949","PROD1746","4","2024/8/13"
"SALE8105","CUST4911","PROD1740","4","2024/10/30"
"SALE8105","CUST4789","PROD1765","1","2024/4/14"
"SALE8105","CUST4866","PROD1741","4","2024/2/10"
"SALE8105","CUST4820","PROD1764","1","2024/1/25"
"SALE8105","CUST4951","PROD1740","4","2024/8/15"
"SALE8105","CUST4952","PROD1742","2","2024/8/12"
"SALE8105","CUST5053","PROD1768","4","2024/4/15"
"SALE8105","CUST4836","PROD1762","1","2024/10/18"
"SALE8105","CUST5039","PROD1765","5","2024/8/24"
"SALE8105","CUST5126","PROD1749","3","2024/3/8"
"SALE8105","CUST4937","PROD1742","5","2024/10/24"
"SALE8105","CUST4816","PROD1747","4","2024/8/24"
"SALE8105","CUST5013","PROD1756","4","2024/6/21"
"SALE8105","CUST4862","PROD1735","2","2024/3/1"
"SALE8105","CUST4845","PROD1748","1","2024/4/27"
"SALE8105","CUST5157","PROD1726","2","2024/12/17"
"SALE8105","CUST5013","PROD1755","5","2024/4/19"
"SALE8105","CUST4825","PROD1737","2","2024/5/5"
"SALE8105","CUST4726","PROD1762","1","2024/2/14"
"SALE8105","CUST4979","PROD1750","3","2024/7/1"
"SALE8105","CUST5056","PROD1769","1","2024/5/2"
"SALE8105","CUST5025","PROD1757","3","2024/3/10"
"SALE8105","CUST4782","PROD1763","3","2024/12/16"
"SALE8105","CUST4745","PROD1756","5","2024/12/3"
"SALE8105","CUST4820","PROD1746","4","2024/6/29"
"SALE8105","CUST4902","PROD1725","5","2024/2/7"
"SALE8105","CUST5010","PROD1731","3","2024/12/25"
"SALE8105","CUST4752","PROD1728","5","2024/3/31"
"SALE8105","CUST4698","PROD1750","3","2024/5/30"
"SALE8105","CUST5010","PROD1767","2","2024/1/13"
"SALE8105","CUST4897","PROD1764","5","2024/9/10"
"SALE8105","CUST4912","PROD1769","3","2024/11/12"
"SALE8105","CUST5012","PROD1729","2","2024/12/17"
"SALE8105","CUST4905","PROD1749","1","2024/6/11"
"SALE8105","CUST4782","PROD1732","4","2024/10/5"
"SALE8105","CUST4915","PROD1765","4","2024/2/9"
"SALE8105","CUST5061","PROD1737","5","2024/4/15"
"SALE8105","CUST5100","PROD1750","3","2024/4/16"
"SALE8105","CUST4887","PROD1744","2","2024/1/20"
"SALE8105","CUST5043","PROD1736","3","2024/9/10"
"SALE8105","CUST4834","PROD1735","3","2024/3/24"
"SALE8105","CUST4816","PROD1745","1","2024/9/6"
"SALE8105","CUST4847","PROD1744","1","2024/5/12"
"SALE8105","CUST4797","PROD1755","2","2024/10/12"
"SALE8105","CUST4831","PROD1765","1","2024/1/12"
"SALE8105","CUST5002","PROD1725","4","2024/10/7"
"SALE8105","CUST4823","PROD1753","4","2024/9/13"
"SALE8105","CUST4950","PROD1758","4","2024/12/14"
"SALE8105","CUST4874","PROD1741","3","2024/9/8"
"SALE8105","CUST4693","PROD1725","4","2024/8/25"
"SALE8105","CUST4783","PROD1758","4","2024/7/29"
"SALE8105","CUST4922","PROD1742","5","2024/2/1"
"SALE8105","CUST4951","PROD1731","3","2024/3/15"
"SALE8105","CUST5000","PROD1729","2","2024/8/8"
"SALE8105","CUST4926","PROD1726","4","2024/9/22"
"SALE8105","CUST4746","PROD1746","3","2024/9/25"
"SALE8105","CUST4760","PROD1752","3","2024/9/15"
"SALE8105","CUST4793","PROD1733","1","2024/2/6"
"SALE8105","CUST4727","PROD1739","2","2024/9/28"
"SALE8105","CUST4875","PROD1745","3","2024/8/3"
"SALE8105","CUST4834","PROD1727","1","2024/12/14"
"SALE8105","CUST4942","PROD1765","3","2024/10/10"
"SALE8105","CUST4909","PROD1763","1","2024/7/21"
"SALE8105","CUST5037","PROD1745","5","2024/3/31"
"SALE8105","CUST4895","PROD1741","1","2024/3/23"
"SALE8105","CUST5071","PROD1747","2","2024/4/7"
"SALE8105","CUST5063","PROD1754","4","2024/2/18"
"SALE8105","CUST4944","PROD1748","5","2024/6/17"
"SALE8105","CUST5178","PROD1745","3","2024/6/22"
"SALE8105","CUST5155","PROD1753","1","2024/9/25"
"SALE8105","CUST5135","PROD1761","5","2024/4/3"
"SALE8105","CUST5105","PROD1766","5","2024/3/14"
"SALE8105","CUST5117","PROD1730","5","2024/8/23"
"SALE8105","CUST5063","PROD1743","4","2024/6/14"
"SALE8105","CUST5136","PROD1733","3","2024/11/6"
"SALE8105","CUST5072","PROD1744","3","2024/4/10"
"SALE8105","CUST4910","PROD1737","1","2024/1/11"
"SALE8105","CUST4860","PROD1747","5","2024/11/26"
"SALE8105","CUST4951","PROD1751","3","2024/6/18"
"SALE8105","CUST5105","PROD1732","1","2024/2/9"
"SALE8105","CUST4961","PROD1741","3","2024/11/1"
"SALE8105","CUST4811","PROD1726","3","2024/3/28"
"SALE8105","CUST5097","PROD1744","2","2024/1/7"
"SALE8105","CUST4792","PROD1766","2","2024/4/20"
"SALE8105","CUST4920","PROD1751","3","2024/2/7"
"SALE8105","CUST4775","PROD1769","4","2024/7/12"
"SALE8105","CUST4848","PROD1767","3","2024/11/14"
"SALE8105","CUST4740","PROD1742","1","2024/3/3"
"SALE8105","CUST5136","PROD1767","2","2024/3/29"
"SALE8105","CUST4906","PROD1735","3","2024/1/16"
"SALE8105","CUST5106","PROD1762","5","2024/2/6"
"SALE8105","CUST4808","PROD1730","5","2024/6/6"
"SALE8105","CUST4734","PROD1769","5","2024/6/20"
"SALE8105","CUST4956","PROD1734","5","2024/10/3"
"SALE8105","CUST5109","PROD1739","3","2024/9/24"
"SALE8105","CUST4772","PROD1742","3","2024/4/26"
"SALE8105","CUST4785","PROD1740","4","2024/6/5"
"SALE8105","CUST4864","PROD1749","4","2024/10/19"
"SALE8105","CUST4836","PROD1741","4","2024/3/6"
"SALE8105","CUST5117","PROD1726","4","2024/8/1"
"SALE8105","CUST5174","PROD1741","1","2024/5/2"
"SALE8105","CUST5095","PROD1728","1","2024/11/28"
"SALE8105","CUST4697","PROD1727","4","2024/4/23"
"SALE8105","CUST4965","PROD1762","2","2024/5/2"
"SALE8105","CUST5116","PROD1768","4","2024/7/20"
"SALE8105","CUST4867","PROD1769","3","2024/4/3"
"SALE8105","CUST4872","PROD1738","5","2024/3/21"
"SALE8105","CUST5088","PROD1732","1","2024/3/20"
"SALE8105","CUST5151","PROD1742","4","2024/7/15"
"SALE8105","CUST5048","PROD1736","2","2024/4/30"
"SALE8105","CUST4936","PROD1725","4","2024/11/30"
"SALE8105","CUST4783","PROD1741","4","2024/5/26"
"SALE8105","CUST5126","PROD1746","2","2024/1/26"
"SALE8105","CUST5029","PROD1754","1","2024/3/31"
"SALE8105","CUST4867","PROD1735","3","2024/11/30"
"SALE8105","CUST5166","PROD1729","3","2024/4/8"
"SALE8105","CUST5121","PROD1744","5","2024/7/31"
"SALE8105","CUST5057","PROD1765","4","2024/7/2"
"SALE8105","CUST4944","PROD1725","2","2024/11/18"
"SALE8105","CUST4959","PROD1761","5","2024/11/21"
"SALE8105","CUST4956","PROD1728","4","2024/10/13"
"SALE8105","CUST5163","PROD1760","2","2024/1/14"
"SALE8105","CUST5171","PROD1750","2","2024/5/7"
"SALE8105","CUST4713","PROD1756","3","2024/8/28"
"SALE8105","CUST4736","PROD1763","5","2024/11/28"
"SALE8105","CUST4780","PROD1742","3","2024/10/6"
"SALE8105","CUST4812","PROD1733","1","2024/3/6"
"SALE8105","CUST4722","PROD1757","1","2024/11/10"
"SALE8105","CUST4964","PROD1742","3","2024/2/27"
"SALE8105","CUST4939","PROD1766","2","2024/9/6"
"SALE8105","CUST5177","PROD1761","3","2024/6/21"
"SALE8105","CUST4914","PROD1754","3","2024/5/20"
"SALE8105","CUST4989","PROD1755","3","2024/5/9"
"SALE8105","CUST4822","PROD1729","4","2024/11/4"
"SALE8105","CUST4768","PROD1734","4","2024/2/13"
"SALE8105","CUST4984","PROD1725","2","2024/3/24"
"SALE8105","CUST5083","PROD1732","3","2024/9/17"
"SALE8105","CUST4772","PROD1765","2","2024/5/2"
"SALE8105","CUST4838","PROD1749","1","2024/7/12"
"SALE8105","CUST4761","PROD1752","5","2024/11/15"
"SALE8105","CUST5128","PROD1751","4","2024/9/23"
"SALE8105","CUST5105","PROD1768","5","2024/12/7"
"SALE8105","CUST5007","PROD1730","3","2024/12/13"
"SALE8105","CUST4994","PROD1743","4","2024/2/3"
"SALE8105","CUST5050","PROD1738","2","2024/4/26"
"SALE8105","CUST4773","PROD1727","3","2024/2/3"
"SALE8105","CUST4778","PROD1761","2","2024/3/24"
"SALE8105","CUST4890","PROD1755","4","2024/3/12"
"SALE8105","CUST5117","PROD1738","2","2024/9/29"
"SALE8105","CUST4984","PROD1753","2","2024/8/5"
"SALE8105","CUST4977","PROD1740","2","2024/5/14"
"SALE8105","CUST4825","PROD1748","4","2024/12/19"
"SALE8105","CUST4716","PROD1752","1","2024/8/4"
"SALE8105","CUST4765","PROD1727","4","2024/12/19"
"SALE8105","CUST4932","PROD1726","1","2024/11/11"
"SALE8105","CUST4760","PROD1746","2","2024/3/21"
"SALE8105","CUST4851","PROD1764","4","2024/11/25"
"SALE8105","CUST5033","PROD1731","3","2024/8/13"
"SALE8105","CUST4971","PROD1728","3","2024/4/26"
"SALE8105","CUST4806","PROD1739","5","2024/11/19"
"SALE8105","CUST4741","PROD1739","5","2024/9/12"
"SALE8105","CUST4730","PROD1731","3","2024/3/14"
"SALE8105","CUST4843","PROD1727","1","2024/5/30"
"SALE8105","CUST4781","PROD1736","3","2024/12/15"
"SALE8105","CUST5044","PROD1736","2","2024/11/3"
"SALE8105","CUST4974","PROD1753","3","2024/3/22"
"SALE8105","CUST4681","PROD1746","2","2024/2/16"
"SALE8105","CUST5076","PROD1760","5","2024/8/23"
"SALE8105","CUST5026","PROD1734","5","2024/1/6"
"SALE8105","CUST4901","PROD1747","1","2024/11/16"
"SALE8105","CUST5034","PROD1763","3","2024/9/4"
"SALE8105","CUST5012","PROD1732","2","2024/11/23"
"SALE8105","CUST4754","PROD1764","4","2024/2/18"
"SALE8105","CUST5037","PROD1744","5","2024/11/18"
"SALE8105","CUST5035","PROD1728","1","2024/9/1"
"SALE8105","CUST4873","PROD1755","4","2024/8/14"
"SALE8105","CUST4899","PROD1739","3","2024/3/17"
"SALE8105","CUST4748","PROD1755","5","2024/9/21"
"SALE8105","CUST4730","PROD1755","1","2024/3/25"
"SALE8105","CUST4783","PROD1750","3","2024/1/1"
"SALE8105","CUST5111","PROD1768","2","2024/12/8"
"SALE8105","CUST4850","PROD1748","4","2024/10/27"
"SALE8105","CUST5043","PROD1767","4","2024/5/21"
"SALE8105","CUST4812","PROD1759","5","2024/4/3"
"SALE8105","CUST4936","PROD1751","4","2024/8/2"
"SALE8105","CUST4724","PROD1753","4","2024/1/19"
"SALE8105","CUST4879","PROD1762","5","2024/8/4"
"SALE8105","CUST5157","PROD1743","3","2024/3/16"
"SALE8105","CUST4730","PROD1725","4","2024/11/15"
"SALE8105","CUST4801","PROD1727","2","2024/6/25"
"SALE8105","CUST4869","PROD1736","2","2024/10/16"
"SALE8105","CUST5136","PROD1754","2","2024/5/31"
"SALE8105","CUST4913","PROD1767","4","2024/5/30"
"SALE8105","CUST4711","PROD1762","1","2024/9/9"
"SALE8105","CUST5110","PROD1768","5","2024/4/5"
"SALE8105","CUST5172","PROD1750","3","2024/10/19"
"SALE8105","CUST5093","PROD1729","1","2024/2/5"
"SALE8105","CUST4773","PROD1762","1","2024/1/24"
"SALE8105","CUST4796","PROD1752","5","2024/7/18"
"SALE8105","CUST5076","PROD1740","4","2024/12/27"
"SALE8105","CUST4978","PROD1762","5","2024/3/27"
"SALE8105","CUST5155","PROD1767","1","2024/4/17"
"SALE8105","CUST4909","PROD1733","3","2024/11/2"
"SALE8105","CUST4764","PROD1745","4","2024/8/4"
"SALE8105","CUST5153","PROD1735","5","2024/3/2"
"SALE8105","CUST4970","PROD1730","1","2024/1/22"
"SALE8105","CUST4718","PROD1746","5","2024/1/24"
"SALE8105","CUST4937","PROD1766","5","2024/12/3"
"SALE8105","CUST4867","PROD1737","1","2024/2/8"
"SALE8105","CUST4970","PROD1769","4","2024/5/3"
"SALE8105","CUST4802","PROD1764","5","2024/4/6"
"SALE8105","CUST5162","PROD1769","2","2024/9/22"
"SALE8105","CUST4949","PROD1733","5","2024/1/30"
"SALE8105","CUST4916","PROD1760","3","2024/5/21"
"SALE8105","CUST4839","PROD1745","3","2024/10/1"
"SALE8105","CUST4816","PROD1726","2","2024/3/19"
"SALE8105","CUST4928","PROD1736","4","2024/11/11"
"SALE8105","CUST4864","PROD1730","5","2024/7/30"
"SALE8105","CUST4684","PROD1725","5","2024/7/30"
"SALE8105","CUST4774","PROD1767","1","2024/3/28"
"SALE8105","CUST5167","PROD1759","5","2024/6/20"
"SALE8105","CUST5094","PROD1736","2","2024/10/15"
"SALE8105","CUST5123","PROD1727","4","2024/7/28"
"SALE8105","CUST4837","PROD1726","1","2024/9/21"
"SALE8105","CUST5066","PROD1751","3","2024/10/10"
"SALE8105","CUST4708","PROD1761","3","2024/8/20"
"SALE8105","CUST4897","PROD1726","3","2024/1/20"
"SALE8105","CUST4774","PROD1758","3","2024/6/11"
"SALE8105","CUST4801","PROD1766","4","2024/6/1"
"SALE8105","CUST4712","PROD1748","1","2024/3/4"
"SALE8105","CUST4839","PROD1732","1","2024/11/30"
"SALE8105","CUST4904","PROD1757","5","2024/5/29"
"SALE8105","CUST5029","PROD1746","1","2024/8/13"
"SALE8105","CUST4783","PROD1760","3","2024/3/14"
"SALE8105","CUST5127","PROD1755","4","2024/3/16"
"SALE8105","CUST5177","PROD1739","4","2024/9/20"
"SALE8105","CUST5054","PROD1769","2","2024/2/10"
"SALE8105","CUST4801","PROD1736","3","2024/2/26"
"SALE8105","CUST4821","PROD1763","3","2024/5/20"
"SALE8105","CUST5024","PROD1765","2","2024/5/28"
"SALE8105","CUST4936","PROD1745","5","2024/6/22"
"SALE8105","CUST4766","PROD1755","5","2024/12/11"
"SALE8105","CUST4826","PROD1762","5","2024/2/1"
"SALE8105","CUST4853","PROD1750","4","2024/3/18"
"SALE8105","CUST5150","PROD1757","1","2024/7/2"
"SALE8105","CUST4833","PROD1768","4","2024/9/17"
"SALE8105","CUST5125","PROD1743","3","2024/6/14"
"SALE8105","CUST4815","PROD1746","5","2024/10/7"
"SALE8105","CUST4761","PROD1730","5","2024/8/13"
"SALE8105","CUST4784","PROD1747","2","2024/8/20"
"SALE8105","CUST4736","PROD1751","3","2024/2/22"
"SALE8105","CUST5025","PROD1765","1","2024/3/2"
"SALE8105","CUST5093","PROD1727","1","2024/1/5"
"SALE8105","CUST5085","PROD1730","3","2024/6/15"
"SALE8105","CUST5144","PROD1739","2","2024/8/2"
"SALE8105","CUST4759","PROD1755","4","2024/10/14"
"SALE8105","CUST4814","PROD1739","1","2024/2/15"
"SALE8105","CUST5051","PROD1729","1","2024/6/3"
"SALE8105","CUST4913","PROD1754","3","2024/2/5"
"SALE8105","CUST5012","PROD1735","5","2024/5/1"
"SALE8105","CUST4777","PROD1732","2","2024/7/30"
"SALE8105","CUST5138","PROD1762","1","2024/3/27"
"SALE8105","CUST5141","PROD1755","5","2024/4/6"
"SALE8105","CUST4869","PROD1758","2","2024/8/24"
"SALE8105","CUST4760","PROD1742","1","2024/3/31"
"SALE8105","CUST4770","PROD1731","2","2024/4/21"
"SALE8105","CUST5067","PROD1733","1","2024/2/10"
"SALE8105","CUST4880","PROD1760","4","2024/3/23"
"SALE8105","CUST4859","PROD1766","3","2024/10/11"
"SALE8105","CUST4746","PROD1749","1","2024/2/6"
"SALE8105","CUST4975","PROD1748","3","2024/5/1"
"SALE8105","CUST4893","PROD1734","2","2024/12/1"
"SALE8105","CUST4848","PROD1756","4","2024/5/22"
"SALE8105","CUST5010","PROD1767","3","2024/8/21"
"SALE8105","CUST5047","PROD1751","3","2024/1/2"
"SALE8105","CUST5147","PROD1726","3","2024/5/24"
"SALE8105","CUST5106","PROD1760","1","2024/10/18"
"SALE8105","CUST4951","PROD1736","1","2024/10/9"
"SALE8105","CUST4992","PROD1727","4","2024/3/10"
"SALE8105","CUST5179","PROD1748","4","2024/9/16"
"SALE8105","CUST5025","PROD1727","1","2024/7/8"
"SALE8105","CUST4934","PROD1734","5","2024/7/4"
"SALE8105","CUST4906","PROD1768","2","2024/11/3"
"SALE8105","CUST5057","PROD1736","4","2024/4/15"
"SALE8105","CUST5116","PROD1759","5","2024/2/10"
"SALE8105","CUST4873","PROD1769","2","2024/12/8"
"SALE8105","CUST4981","PROD1752","1","2024/1/13"
"SALE8105","CUST4805","PROD1727","3","2024/5/7"
"SALE8105","CUST5059","PROD1737","1","2024/11/23"
"SALE8105","CUST5152","PROD1754","5","2024/5/10"
"SALE8105","CUST4742","PROD1734","4","2024/8/28"
"SALE8105","CUST4813","PROD1756","2","2024/11/13"
"SALE8105","CUST4731","PROD1725","1","2024/2/11"
"SALE8105","CUST4901","PROD1760","4","2024/11/15"
"SALE8105","CUST5092","PROD1763","5","2024/3/24"
"SALE8105","CUST5130","PROD1760","4","2024/8/26"
"SALE8105","CUST5008","PROD1729","2","2024/4/17"
"SALE8105","CUST4955","PROD1764","3","2024/7/13"
"SALE8105","CUST4826","PROD1734","5","2024/3/5"
"SALE8105","CUST5039","PROD1742","2","2024/1/27"
"SALE8105","CUST4881","PROD1753","4","2024/12/5"
"SALE8105","CUST4788","PROD1761","2","2024/5/13"
"SALE8105","CUST4876","PROD1751","1","2024/1/12"
"SALE8105","CUST4888","PROD1760","4","2024/9/25"
"SALE8105","CUST4902","PROD1729","3","2024/10/23"
"SALE8105","CUST4920","PROD1766","3","2024/7/2"
"SALE8105","CUST4729","PROD1739","5","2024/1/27"
"SALE8105","CUST4841","PROD1748","2","2024/12/22"
"SALE8105","CUST4849","PROD1735","4","2024/10/20"
"SALE8105","CUST5044","PROD1744","4","2024/12/7"
"SALE8105","CUST5133","PROD1737","3","2024/2/16"
"SALE8105","CUST4859","PROD1725","2","2024/3/13"
"SALE8105","CUST4873","PROD1764","1","2024/8/8"
"SALE8105","CUST5036","PROD1746","5","2024/8/6"
"SALE8105","CUST4748","PROD1727","1","2024/7/19"
"SALE8105","CUST5023","PROD1730","2","2024/2/8"
"SALE8105","CUST4984","PROD1764","2","2024/3/24"
"SALE8105","CUST5024","PROD1734","4","2024/6/13"
"SALE8105","CUST5014","PROD1738","5","2024/2/22"
"SALE8105","CUST4992","PROD1726","1","2024/1/21"
"SALE8105","CUST4695","PROD1734","2","2024/5/12"
"SALE8105","CUST4737","PROD1743","5","2024/12/2"
"SALE8105","CUST4755","PROD1732","5","2024/3/20"
"SALE8105","CUST5109","PROD1766","5","2024/3/24"
"SALE8105","CUST4785","PROD1732","4","2024/10/1"
"SALE8105","CUST4971","PROD1768","2","2024/5/11"
"SALE8105","CUST5149","PROD1762","4","2024/4/11"
"SALE8105","CUST4967","PROD1728","4","2024/7/4"
"SALE8105","CUST5167","PROD1746","3","2024/12/20"
"SALE8105","CUST4717","PROD1737","5","2024/7/15"
"SALE8105","CUST4912","PROD1762","5","2024/4/21"
"SALE8105","CUST4793","PROD1736","4","2024/4/16"
"SALE8105","CUST4769","PROD1743","3","2024/6/26"
"SALE8105","CUST4805","PROD1757","2","2024/8/11"
"SALE8105","CUST4786","PROD1751","1","2024/1/21"
"SALE8105","CUST4706","PROD1756","3","2024/11/29"
"SALE8105","CUST4885","PROD1725","3","2024/6/19"
"SALE8105","CUST4957","PROD1736","2","2024/7/20"
"SALE8105","CUST5047","PROD1754","5","2024/1/14"
"SALE8105","CUST4965","PROD1729","3","2024/7/30"
"SALE8105","CUST4855","PROD1768","4","2024/4/20"
"SALE8105","CUST5086","PROD1730","5","2024/11/29"
"SALE8105","CUST4840","PROD1755","5","2024/11/24"
"SALE8105","CUST4964","PROD1738","4","2024/9/11"
"SALE8105","CUST4910","PROD1767","2","2024/4/11"
"SALE8105","CUST4859","PROD1737","1","2024/7/7"
"SALE8105","CUST5063","PROD1754","3","2024/6/23"
"SALE8105","CUST4774","PROD1725","5","2024/8/18"
"SALE8105","CUST5085","PROD1737","1","2024/12/30"
"SALE8105","CUST4760","PROD1733","2","2024/3/6"
"SALE8105","CUST4918","PROD1754","3","2024/6/11"
"SALE8105","CUST4998","PROD1760","3","2024/7/30"
"SALE8105","CUST4905","PROD1740","2","2024/6/25"
"SALE8105","CUST4804","PROD1727","2","2024/10/21"
"SALE8105","CUST5004","PROD1736","2","2024/11/17"
"SALE8105","CUST4800","PROD1736","5","2024/9/6"
"SALE8105","CUST4965","PROD1738","2","2024/12/18"
"SALE8105","CUST4785","PROD1740","1","2024/12/11"
"SALE8105","CUST4903","PROD1734","4","2024/7/27"
